Order No,Order Date,Customer Name,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount Percentage,Discount Dollar,Order Total,Shipping Cost,Total
5291-1,2013/04/09,Darrin Martin,Melbourne,VIC,Consumer,Yvette Biti,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2013/06/09,54.29,90.48,36.19,8,723.84,0.05,36.192,687.648,19.99,667.658
5292-1,2013/10/07,Craig Carroll,Melbourne,VIC,Small Business,Connor Betts,Critical,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013/07/13,1.6,2.62,1.02,15,39.3,0.05,1.965,37.335,0.8,36.535
5292-1,2013/10/29,Sung Chung,Sydney,NSW,Consumer,Samantha Chairs,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013/10/30,1.94,3.08,1.14,23,70.84,0.09,6.3756,64.4644,0.99,63.4744
5292-1,2014/02/11,Lindsay Shagiari,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2014/04/11,4.79,11.97,7.18,41,490.77,0.02,9.8154,480.9546,5.81,475.1446
5292-1,2013/10/29,Sung Chung,Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013/10/30,1.94,3.08,1.14,33,101.64,0.09,9.1476,92.4924,0.99,91.5024
5292-1,2013/10/29,Sung Chung,Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013/10/30,1.94,3.08,1.14,32,98.56,0.1,9.856,88.704,0.99,87.714
5292-1,2013/10/29,Sung Chung,Sydney,NSW,Consumer,Samantha Chairs,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013/10/30,1.94,3.08,1.14,4,12.32,0.04,0.4928,11.8272,0.99,10.8372
5292-1,2013/12/16,Henry Goldwyn,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013/12/19,1.94,3.08,1.14,40,123.2,0.03,3.696,119.504,0.99,118.514
5292-1,2014/04/10,Eric Barreto,Sydney,NSW,Corporate,Phoebe Gour,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2014/02/10,1.19,1.98,0.79,16,31.68,0.1,3.168,28.512,4.77,23.742
5292-1,2013/10/29,Sung Chung,Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013/10/30,1.94,3.08,1.14,25,77,0.1,7.7,69.3,0.99,68.31
5292-1,2014/12/02,Julie Prescott,Sydney,NSW,Corporate,Natasha Song,High,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2014/02/13,3.14,4.91,1.77,4,19.64,0.09,1.7676,17.8724,0.5,17.3724
5292-1,2014/09/28,Giulietta Baptist,Sydney,NSW,Corporate,Tina Carlton,Low,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014/09/29,3.95,6.08,2.13,32,194.56,0.1,19.456,175.104,1.82,173.284
5293-1,2014/06/15,Toby Swindell,Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,2014/06/15,1.94,3.08,1.14,22,67.76,0.02,1.3552,66.4048,0.99,65.4148
5293-1,2013/12/08,Stra Carroll,Sydney,NSW,Home Office,Natasha Song,Medium,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013/08/14,13.64,20.98,7.34,18,377.64,0.05,18.882,358.758,1.49,357.268
5293-1,2014/05/08,Ed Ludwig,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014/07/08,2.5,5.68,3.18,18,102.24,0.1,10.224,92.016,3.6,88.416
5294-1,2014/02/24,Pauline Chand,Sydney,NSW,Consumer,Samantha Chairs,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Pack,Regular Air,2014/02/26,56.16,136.98,80.82,26,3561.48,0.08,284.9184,3276.5616,24.49,3252.0716
5294-1,2013/01/11,Kristina Nunn,Sydney,NSW,Corporate,Mihael Khan,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013/02/11,1.87,8.12,6.25,34,276.08,0.06,16.5648,259.5152,2.83,256.6852
5294-1,2013/01/11,Kristina Nunn,Sydney,NSW,Consumer,Mihael Khan,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Express Air,2013/02/11,1.87,8.12,6.25,32,259.84,0.1,25.984,233.856,2.83,231.026
5294-1,2014/07/02,Logan Haushalter,Melbourne,VIC,Small Business,Yvette Biti,Medium,"Alto Parchment Paper, Assorted Colors",Technology,Small Box,Regular Air,2014/02/16,4.59,7.28,2.69,26,189.28,0.03,5.6784,183.6016,11.15,172.4516
5294-1,2013/01/11,Kristina Nunn,Sydney,NSW,Corporate,Mihael Khan,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Furniture,Small Pack,Regular Air,2013/02/11,1.87,8.12,6.25,8,64.96,0.1,6.496,58.464,2.83,55.634
5294-1,2015/03/31,Paul Prost,Sydney,NSW,Home Office,Phoebe Gour,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2015/03/31,3.42,8.34,4.92,10,83.4,0.01,0.834,82.566,2.64,79.926
5294-1,2014/10/09,Benjamin Farhat,Sydney,NSW,Corporate,Tina Carlton,Low,Alto Memo Cubes,Technology,Small Box,Regular Air,2014/12/09,3.32,5.18,1.86,34,176.12,0.1,17.612,158.508,2.04,156.468
5294-1,2013/03/16,Christina Vanderzanden,Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013/03/20,2.74,4.49,1.75,34,152.66,0.03,4.5798,148.0802,1.49,146.5902
5294-1,2013/05/12,Trudy Brown,Melbourne,VIC,Small Business,Connor Betts,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2013/07/12,32.02,152.48,120.46,49,7471.52,0.07,523.0064,6948.5136,4,6944.5136
5295-1,2014/02/24,Chad McGuire,Sydney,NSW,Small Business,Samantha Chairs,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2014/02/25,4.59,7.28,2.69,41,298.48,0.06,17.9088,280.5712,11.15,269.4212
5295-1,2014/06/25,Nora Paige,Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2014/06/25,2.45,3.89,1.44,13,50.57,0.04,2.0228,48.5472,7.01,41.5372
5296-1,2014/11/30,Lena Creighton,Sydney,NSW,Consumer,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2014/02/12,5.19,12.98,7.79,27,350.46,0.07,24.5322,325.9278,3.14,322.7878
5297-1,2013/03/09,Rob Haberlin,Melbourne,VIC,Small Business,Connor Betts,Low,Artisan 479 Labels,Technology,Small Box,Regular Air,2013/05/09,1.59,2.61,1.02,17,44.37,0.04,1.7748,42.5952,0.5,42.0952
5297-1,2015/04/25,Peter McVee,Melbourne,VIC,Corporate,Connor Betts,Critical,Pizazz Drawing Pencil Set,Furniture,Large Box,Regular Air,2015/04/27,1.53,2.78,1.25,44,122.32,0.08,9.7856,112.5344,1.34,111.1944
5297-1,2013/05/19,Grant Carroll,Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013/05/20,1.94,3.08,1.14,23,70.84,0.07,4.9588,65.8812,0.99,64.8912
5297-1,2013/10/20,Tone Sayre,Sydney,NSW,Corporate,Samantha Chairs,Critical,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2013/10/22,0.94,2.08,1.14,19,39.52,0,0,39.52,2.56,36.96
5297-1,2015/03/24,Brad Norvell,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015/03/25,1.59,2.61,1.02,27,70.47,0.08,5.6376,64.8324,0.5,64.3324
5297-1,2014/09/29,Christopher Martinez,Sydney,NSW,Consumer,Tina Carlton,High,Smiths Metal Binder Clips,Technology,Large Box,Regular Air,2014/09/29,1.6,2.62,1.02,46,120.52,0.07,8.4364,112.0836,0.8,111.2836
5297-1,2015/01/22,Bill Donatelli,Sydney,NSW,Small Business,Phoebe Gour,High,Apex Straight Scissors,Technology,Small Box,Express Air,2015/01/24,5.19,12.98,7.79,31,402.38,0.03,12.0714,390.3086,3.14,387.1686
5298-1,2013/02/22,Gen Letin,Sydney,NSW,Consumer,Samantha Chairs,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,2013/02/23,4.53,7.3,2.77,33,240.9,0.05,12.045,228.855,7.72,221.135
5299-1,2013/07/11,Tony Molinari,Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 478 Labels,Furniture,Small Pack,Regular Air,2013/09/11,3.14,2.88,-0.26,4,11.52,0.07,0.8064,10.7136,0.49,10.2236
5299-1,2016/11/22,Becky Pak,Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016/11/27,2.29,3.69,1.4,8,29.52,0.02,0.5904,28.9296,0.5,28.4296
5299-1,2013/05/11,Victoria Pisteka,Sydney,NSW,Small Business,Natasha Song,Critical,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2013/07/11,2.29,3.69,1.4,37,136.53,0.1,13.653,122.877,0.5,122.377
5299-1,2014/01/14,Toby Carlisle,Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2014/01/16,2.29,3.69,1.4,32,118.08,0.01,1.1808,116.8992,0.5,116.3992
5299-1,2013/07/24,Karl Brown,Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2013/07/26,14.95,34.76,19.81,25,869,0,0,869,8.22,860.78
5299-1,2013/08/20,Jennifer Patt,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2013/08/22,2.5,5.68,3.18,23,130.64,0.01,1.3064,129.3336,3.6,125.7336
5300-1,2013/08/29,John Castell,Sydney,NSW,Small Business,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2013/08/30,0.93,1.6,0.67,35,56,0.04,2.24,53.76,1.29,52.47
5300-1,2014/11/26,Maurice Satty,Sydney,NSW,Consumer,Tina Carlton,High,Binding Machine Supplies,Technology,Small Pack,Regular Air,2014/11/28,18.38,29.17,10.79,32,933.44,0.08,74.6752,858.7648,6.27,852.4948
5301-1,2015/04/27,Greg Tran,Melbourne,VIC,Consumer,Connor Betts,High,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,2015/04/28,42.11,80.98,38.87,13,1052.74,0.04,42.1096,1010.6304,7.18,1003.4504
5302-1,2013/07/11,Dennis Kane,Sydney,NSW,Corporate,Natasha Song,Medium,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,2013/08/11,3.75,7.08,3.33,14,99.12,0.05,4.956,94.164,2.35,91.814
5302-1,2014/10/12,Bart Watters,Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014/11/12,1.53,2.78,1.25,49,136.22,0.09,12.2598,123.9602,1.34,122.6202
5302-1,2013/07/11,Dennis Kane,Sydney,NSW,Consumer,Natasha Song,Not Specified,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013/08/11,3.75,7.08,3.33,14,99.12,0.09,8.9208,90.1992,2.35,87.8492
5302-1,2013/07/17,Pauline Webber,Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Round Ring Poly Binders,Office Supplies,Small Pack,Regular Air,2013/07/17,1.82,2.84,1.02,23,65.32,0.01,0.6532,64.6668,5.44,59.2268
5302-1,2014/10/17,Sam Craven,Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Wrap Bag,Regular Air,2014/10/19,1.84,2.88,1.04,22,63.36,0.09,5.7024,57.6576,1.49,56.1676
5302-1,2013/07/11,Dennis Kane,Sydney,NSW,Home Office,Samantha Chairs,Low,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013/08/11,3.75,7.08,3.33,32,226.56,0.1,22.656,203.904,2.35,201.554
5302-1,2015/03/17,Miklet Nandell,Melbourne,VIC,Small Business,Yvette Biti,Critical,Steady Major Accent Highlighters,Technology,Medium Box,Regular Air,2015/03/17,3.75,7.08,3.33,2,14.16,0.08,1.1328,13.0272,2.35,10.6772
5302-1,2013/02/11,Eugene Hildebrand,Melbourne,VIC,Consumer,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2013/03/11,3.75,7.08,3.33,42,297.36,0.02,5.9472,291.4128,2.35,289.0628
5302-1,2013/02/11,Eugene Hildebrand,Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Major Accent Highlighters,Office Supplies,Small Pack,Regular Air,2013/03/11,3.75,7.08,3.33,14,99.12,0,0,99.12,2.35,96.77
5302-1,2013/07/11,Dennis Kane,Sydney,NSW,Home Office,Samantha Chairs,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2013/08/11,3.75,7.08,3.33,39,276.12,0.01,2.7612,273.3588,2.35,271.0088
5302-1,2013/07/18,Ben Wallace,Melbourne,VIC,Home Office,Connor Betts,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Pack,Regular Air,2013/07/20,4.59,7.28,2.69,49,356.72,0.07,24.9704,331.7496,11.15,320.5996
5302-1,2013/02/22,Toby Swindell,Sydney,NSW,Corporate,Leighton Forrest,Low,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013/02/23,156.5,300.97,144.47,12,3611.64,0.04,144.4656,3467.1744,7.18,3459.9944
5302-1,2013/07/11,Dennis Kane,Sydney,NSW,Corporate,Tina Carlton,High,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2013/08/11,3.75,7.08,3.33,9,63.72,0.03,1.9116,61.8084,2.35,59.4584
5303-1,2013/11/08,Valerie Dominguez,Sydney,NSW,Consumer,Tina Carlton,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2013/08/13,1.59,2.61,1.02,19,49.59,0.01,0.4959,49.0941,0.5,48.5941
5303-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Home Office,Connor Betts,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2015/02/19,3.32,5.18,1.86,8,41.44,0.09,3.7296,37.7104,2.04,35.6704
5303-1,2015/08/31,Larry Hughes,Melbourne,VIC,Consumer,Yvette Biti,High,Alto Memo Cubes,Furniture,Small Pack,Express Air,2015/01/09,3.32,5.18,1.86,32,165.76,0.08,13.2608,152.4992,2.04,150.4592
5303-1,2013/12/29,Christy Brittain,Sydney,NSW,Small Business,Mihael Khan,High,Cando PC940 Copier,Office Supplies,Small Box,Express Air,2013/12/30,278.99,449.99,171,31,13949.69,0.03,418.4907,13531.1993,49,13482.1993
5303-1,2015/03/11,Sheri Gordon,Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2015/04/11,1.59,2.61,1.02,43,112.23,0.05,5.6115,106.6185,0.5,106.1185
5303-1,2013/10/21,Darrin Sayre,Sydney,NSW,Corporate,Phoebe Gour,Medium,Bagged Rubber Bands,Office Supplies,Small Pack,Regular Air,2013/10/23,0.24,1.26,1.02,8,10.08,0.03,0.3024,9.7776,0.7,9.0776
5304-1,2014/07/09,Eugene Moren,Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014/07/09,1.18,1.88,0.7,18,33.84,0.1,3.384,30.456,1.49,28.966
5304-1,2016/04/13,Denny Joy,Melbourne,VIC,Corporate,Connor Betts,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016/04/15,4.46,10.89,6.43,7,76.23,0.1,7.623,68.607,4.5,64.107
5304-1,2015/03/02,Alex Russell,Melbourne,VIC,Corporate,Connor Betts,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2015/05/02,13.88,22.38,8.5,8,179.04,0.04,7.1616,171.8784,15.1,156.7784
5304-1,2013/04/21,Steve Carroll,Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013/04/22,1.59,2.61,1.02,47,122.67,0.06,7.3602,115.3098,0.5,114.8098
5304-1,2015/05/24,Mike Gockenbach,Melbourne,VIC,Corporate,Connor Betts,High,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2015/05/28,377.99,599.99,222,6,3599.94,0.01,35.9994,3563.9406,24.49,3539.4506
5304-1,2015/07/14,Laurien Vistorini,Sydney,NSW,Home Office,Tina Carlton,High,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2015/07/19,13.64,20.98,7.34,26,545.48,0.07,38.1836,507.2964,1.49,505.8064
5304-1,2015/04/05,Pete Armstrong,Melbourne,VIC,Consumer,Connor Betts,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015/06/05,16.8,40.97,24.17,19,778.43,0.01,7.7843,770.6457,8.99,761.6557
5305-1,2016/09/28,Troy Staebel,Sydney,NSW,Home Office,Mihael Khan,Medium,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,2016/09/30,12.39,19.98,7.59,22,439.56,0.07,30.7692,408.7908,5.77,403.0208
5306-1,2013/11/08,Liz Willingham,Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013/08/13,1.59,2.61,1.02,6,15.66,0.04,0.6264,15.0336,0.5,14.5336
5306-1,2015/04/07,Roy Phan,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Colored Envelopes,Office Supplies,Small Box,Express Air,2015/05/07,2.25,3.69,1.44,9,33.21,0,0,33.21,2.5,30.71
5306-1,2013/04/27,Noah Childs,Sydney,NSW,Corporate,Samantha Chairs,Medium,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,2013/04/28,1.57,3.28,1.71,42,137.76,0.06,8.2656,129.4944,0.98,128.5144
5306-1,2014/01/11,John Murray,Sydney,NSW,Consumer,Phoebe Gour,Critical,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,2014/03/11,178.83,415.88,237.05,22,9149.36,0.04,365.9744,8783.3856,11.37,8772.0156
5306-1,2013/08/17,Roy Skaria,Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2013/08/17,2.98,5.84,2.86,39,227.76,0.01,2.2776,225.4824,0.83,224.6524
5306-1,2013/03/10,Eric Barreto,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Alto Perma 3000 Stacking Storage Drawers,Furniture,Small Pack,Regular Air,2013/04/10,8.92,29.74,20.82,44,1308.56,0.03,39.2568,1269.3032,6.64,1262.6632
5306-1,2013/05/05,Dave Kipp,Melbourne,VIC,Consumer,Yvette Biti,Medium,Cando PC940 Copier,Technology,Small Box,Regular Air,2013/10/05,278.99,449.99,171,23,10349.77,0.1,1034.977,9314.793,49,9265.793
5306-1,2015/02/18,Sandra Glassco,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2015/02/19,1.76,2.94,1.18,20,58.8,0.07,4.116,54.684,0.81,53.874
5307-1,2013/07/31,Vivian Mathis,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2013/02/08,278.99,449.99,171,10,4499.9,0.01,44.999,4454.901,49,4405.901
5307-1,2013/06/29,Cyma Kinney,Sydney,NSW,Home Office,Phoebe Gour,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,2013/03/07,67.73,165.2,97.47,3,495.6,0,0,495.6,19.99,475.61
5307-1,2013/12/23,Brian Dahlen,Sydney,NSW,Home Office,Aanya Zhang,High,Multimedia Mailers,Technology,Small Pack,Regular Air,2013/12/25,99.39,162.93,63.54,47,7657.71,0.07,536.0397,7121.6703,19.99,7101.6803
5307-1,2013/11/16,Pamela Stobb,Sydney,NSW,Consumer,Leighton Forrest,High,Aluminum Document Frame,Technology,Jumbo Drum,Delivery Truck,2013/11/16,5.5,12.22,6.72,25,305.5,0.02,6.11,299.39,2.85,296.54
5307-1,2013/11/16,Pamela Stobb,Sydney,NSW,Consumer,Leighton Forrest,High,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,2013/11/16,5.5,12.22,6.72,4,48.88,0.04,1.9552,46.9248,2.85,44.0748
5307-1,2015/05/20,Allen Armold,Melbourne,VIC,Corporate,Connor Betts,Medium,HFX 6S Scientific Calculator,Office Supplies,Small Box,Express Air,2015/05/22,7.92,12.99,5.07,1,12.99,0,0,12.99,9.44,3.55
5308-1,2014/01/12,Ritsa Hightower,Sydney,NSW,Home Office,Natasha Song,Not Specified,Security-Tint Envelopes,Technology,Jumbo Drum,Delivery Truck,2014/05/12,4.89,7.64,2.75,3,22.92,0.06,1.3752,21.5448,1.39,20.1548
5308-1,2014/12/13,Mike Kennedy,Melbourne,VIC,Corporate,Connor Betts,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014/12/15,1.31,2.84,1.53,47,133.48,0,0,133.48,0.93,132.55
5309-1,2013/05/31,Rick Duston,Sydney,NSW,Corporate,Radhya Staples,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013/05/31,1.59,2.61,1.02,9,23.49,0.06,1.4094,22.0806,0.5,21.5806
5309-1,2015/06/27,Stefania Perrino,Melbourne,VIC,Home Office,Connor Betts,High,Bagged Rubber Bands,Technology,Jumbo Drum,Delivery Truck,2015/06/29,0.24,1.26,1.02,6,7.56,0.08,0.6048,6.9552,0.7,6.2552
5310-1,2013/11/16,Ashley Jarboe,Melbourne,VIC,Small Business,Connor Betts,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2013/11/18,32.02,152.48,120.46,5,762.4,0.04,30.496,731.904,4,727.904
5310-1,2013/10/28,Toby Knight,Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,Regular Air,2013/10/29,3.53,8.62,5.09,5,43.1,0.01,0.431,42.669,4.5,38.169
5311-1,2013/11/18,Phillip Flathmann,Sydney,NSW,Small Business,Nicholas Fernandes,Low,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2013/11/20,0.93,1.48,0.55,26,38.48,0.03,1.1544,37.3256,0.7,36.6256
5311-1,2015/07/24,Fred Chung,Sydney,NSW,Consumer,Natasha Song,Low,Apex Breferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015/07/26,2.5,5.68,3.18,44,249.92,0.03,7.4976,242.4224,3.6,238.8224
5311-1,2013/11/17,Allen Armold,Melbourne,VIC,Home Office,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2013/11/18,3.75,7.08,3.33,3,21.24,0.05,1.062,20.178,2.35,17.828
5312-1,2014/11/10,Arthur Prichep,Sydney,NSW,Small Business,Phoebe Gour,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014/11/10,54.52,100.97,46.45,33,3332.01,0.08,266.5608,3065.4492,7.18,3058.2692
5312-1,2015/05/20,Alan Shonely,Sydney,NSW,Corporate,Nicholas Fernandes,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2015/05/21,1.31,2.84,1.53,12,34.08,0.04,1.3632,32.7168,0.93,31.7868
5312-1,2013/05/14,Eudokia Martin,Melbourne,VIC,Home Office,Connor Betts,Not Specified,TechSavi Cordless Keyboard,Office Supplies,Wrap Bag,Express Air,2013/05/15,17.84,34.99,17.15,31,1084.69,0.06,65.0814,1019.6086,5.5,1014.1086
5312-1,2015/05/29,Cindy Schnelling,Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015/05/31,1.59,2.61,1.02,8,20.88,0.08,1.6704,19.2096,0.5,18.7096
5312-1,2013/08/14,Justin Knight,Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Bagged Rubber Bands,Office Supplies,Small Pack,Regular Air,2013/08/23,0.24,1.26,1.02,9,11.34,0.09,1.0206,10.3194,0.7,9.6194
5313-1,2014/05/06,Lindsay Castell,Sydney,NSW,Home Office,Phoebe Gour,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2014/07/06,1.59,2.61,1.02,43,112.23,0.08,8.9784,103.2516,0.5,102.7516
5313-1,2013/10/20,Tamara Willingham,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Smiths Metal Binder Clips,Furniture,Small Pack,Regular Air,2013/10/21,1.6,2.62,1.02,7,18.34,0.01,0.1834,18.1566,0.8,17.3566
5314-1,2013/08/17,Valerie Dominguez,Sydney,NSW,Consumer,Tina Carlton,High,Steady Pocket Accent Highlighters,Office Supplies,Small Pack,Regular Air,2013/08/17,0.93,1.6,0.67,24,38.4,0.1,3.84,34.56,1.29,33.27
5314-1,2013/06/08,Seth Vernon,Melbourne,VIC,Consumer,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013/08/08,1.94,3.08,1.14,34,104.72,0.03,3.1416,101.5784,0.99,100.5884
5314-1,2013/11/03,Art Foster,Sydney,NSW,Home Office,Charlie Bui,High,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2013/03/13,1.84,2.88,1.04,23,66.24,0.01,0.6624,65.5776,0.99,64.5876
5314-1,2013/11/18,Phillip Flathmann,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Wrap Bag,Regular Air,2013/11/20,16.85,27.18,10.33,18,489.24,0.04,19.5696,469.6704,8.23,461.4404
5314-1,2014/12/16,Harry Greene,Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Express Air,2014/12/18,1.05,1.95,0.9,27,52.65,0.06,3.159,49.491,1.63,47.861
